index,User_ID,Cust_name,Product_ID,Gender,Age__Group,Age,Marital_Status,State_name,Zone_a,Occupation,Product_Category,Orders,Amount,age_group
599,1005593,Paul,P00004742,F,51-55,53,1,Andhra Pradesh,Southern,Banking,Food,3,19255,51-80
600,1003013,Hirasaki,P00186242,F,46-50,49,0,Maharashtra,Western,Media,Food,1,19255,41-50
601,1003312,Corey-Lock,P00118442,M,18-25,19,0,Uttar Pradesh,Central,Banking,Food,1,19254,19-30
602,1002707,Buch,P00351142,F,55+,81,1,Haryana,Northern,Media,Food,2,19253,
603,1003845,Kriz,P00243942,F,26-35,28,1,Maharashtra,Western,Textile,Food,1,19251,19-30
604,1002631,Joe,P00202742,M,51-55,53,1,Maharashtra,Western,Banking,Food,2,19251,51-80
605,1005689,Dorothy,P00046142,F,26-35,29,0,Gujarat,Western,Healthcare,Food,2,19247,19-30
606,1004017,Emily,P00294142,F,26-35,34,0,Andhra Pradesh,Southern,Construction,Auto,4,19241,31-40
607,1003301,Herbert,P00074342,M,26-35,33,0,Maharashtra,Western,Banking,Food,1,19238,31-40
608,1000722,Karen,P00306242,F,26-35,34,0,Gujarat,Western,IT Sector,Food,4,19237,31-40
609,1001680,Vasudev,P00036042,M,26-35,26,0,Gujarat,Western,Healthcare,Food,1,19235,19-30
610,1000722,Karen,P00210042,F,26-35,32,0,Haryana,Northern,Media,Food,4,19230,31-40
611,1006009,Aditya,P00266942,M,26-35,28,1,Kerala,Southern,Hospitality,Food,3,19229,19-30
612,1001425,Sudevi,P00244042,M,0-17,17,0,Kerala,Southern,Healthcare,Food,2,19228,Nov-18
613,1005367,Barton,P0095242,F,18-25,21,0,Uttar Pradesh,Central,Govt,Food,2,19221,19-30
614,1005517,Priyanka,P00246942,F,55+,66,1,Uttar Pradesh,Central,Automobile,Food,1,19220,51-80
615,1001845,Ralph,P00153742,F,26-35,35,1,Maharashtra,Western,Aviation,Food,3,19216,31-40
616,1001680,Vasudev,P00116142,M,26-35,26,0,Uttar Pradesh,Central,Aviation,Food,2,19214,19-30
617,1003625,Harsh,P00229742,F,18-25,21,1,Uttar Pradesh,Central,Healthcare,Food,3,19210,19-30
618,1005722,Shourya,P00086142,F,26-35,33,1,Uttar Pradesh,Central,Media,Food,4,19204,31-40
619,1003391,Rose,P00053042,F,18-25,24,0,Maharashtra,Western,Aviation,Food,4,19202,19-30
620,1000796,Martinez,P00317442,F,51-55,51,0,Maharashtra,Western,IT Sector,Food,4,19198,51-80
621,1003984,McCrossin,P00289242,F,26-35,34,0,Bihar,Eastern,Chemical,Food,1,19195,31-40
622,1000097,Lisha,P00362542,M,36-45,43,1,Andhra Pradesh,Southern,Govt,Food,3,19193,41-50
623,1001916,Flashing,P00135742,F,46-50,47,0,Haryana,Northern,Lawyer,Food,3,19179,41-50
624,1001912,Hazel,P00165142,F,26-35,32,0,Uttar Pradesh,Central,Automobile,Food,4,19175,31-40
625,1004227,William,P00276142,F,26-35,31,1,Bihar,Eastern,Banking,Food,2,19171,31-40
626,1001088,Phan,P00368242,M,0-17,13,0,Himachal Pradesh,Northern,Construction,Food,3,19169,Nov-18
627,1002233,Vicky,P00283942,M,36-45,36,0,Uttar Pradesh,Central,Healthcare,Food,1,19164,31-40
628,1005511,Cox,P00344042,F,46-50,50,1,Gujarat,Western,Chemical,Food,3,19147,41-50
629,1003378,Chikku,P00053942,F,18-25,23,1,Bihar,Eastern,Govt,Food,1,19143,19-30
630,1004964,Ameesha,P00119842,F,36-45,41,0,Uttar Pradesh,Central,Banking,Food,1,19141,41-50
631,1005220,Amlan,P00191742,F,26-35,31,0,Madhya Pradesh,Central,Healthcare,Food,1,19139,31-40
632,1004537,Blanton,P00126042,M,46-50,49,1,Madhya Pradesh,Central,Aviation,Food,1,19138,41-50
633,1001288,Ballard,P00091142,M,36-45,38,1,Delhi,Central,IT Sector,Food,2,19136,31-40
634,1005366,Cathy,P00003642,F,18-25,25,0,Maharashtra,Western,Healthcare,Food,2,19135,19-30
635,1001935,Logan,P00332842,F,0-17,13,0,Bihar,Eastern,Retail,Food,4,19133,Nov-18
636,1003658,John,P00216942,M,26-35,30,0,Gujarat,Western,Healthcare,Food,2,19125,19-30
637,1003833,Dashyam,P00214342,F,26-35,29,0,Uttar Pradesh,Central,Healthcare,Food,1,19122,19-30
638,1001015,Bharat,P00336742,F,36-45,41,0,Uttar Pradesh,Central,IT Sector,Food,3,19122,41-50
639,1002630,Roland,P00275142,M,18-25,20,0,Himachal Pradesh,Northern,IT Sector,Food,1,19119,19-30
640,1000802,Marley,P00149342,F,26-35,26,0,Andhra Pradesh,Southern,Healthcare,Food,1,19116,19-30
641,1004271,Marley,P00115642,F,36-45,38,1,Haryana,Northern,Aviation,Food,3,19115,31-40
642,1002340,James,P00111542,F,36-45,40,0,Maharashtra,Western,Healthcare,Food,3,19114,31-40
643,1005256,Grant,P00267142,F,26-35,28,1,Madhya Pradesh,Central,Govt,Food,3,19112,19-30
644,1003864,Blanton,P00176742,F,51-55,51,0,Maharashtra,Western,IT Sector,Food,2,19110,51-80
645,1000368,Olsen,P00213042,M,26-35,28,1,Uttar Pradesh,Central,Media,Food,4,19110,19-30
646,1003733,Darley,P00085042,F,18-25,18,1,Uttar Pradesh,Central,IT Sector,Food,3,19109,Nov-18
647,1002533,Nidhi,P00346442,M,26-35,30,1,Uttar Pradesh,Central,Food Processing,Food,4,19108,19-30
648,1001069,Krutika,P00290242,F,26-35,28,0,Uttar Pradesh,Central,IT Sector,Food,2,19106,19-30
649,1000013,Thornton,P00295942,F,46-50,50,1,Gujarat,Western,IT Sector,Food,3,19105,41-50
650,1001676,Kirti,P00003942,F,18-25,19,1,Bihar,Eastern,Aviation,Food,2,19099,19-30
651,1000757,Karandeep,P00142142,F,26-35,30,0,Delhi,Central,Healthcare,Food,2,19096,19-30
652,1003051,Moren,P00069042,F,18-25,23,0,Maharashtra,Western,Media,Food,2,19096,19-30
653,1004171,Brian,P00129642,F,55+,73,1,Gujarat,Western,Banking,Food,2,19095,51-80
654,1003621,Navdeep,P00355942,F,18-25,23,1,Maharashtra,Western,Automobile,Food,2,19090,19-30
655,1004381,Sandeep,P00305042,F,26-35,28,0,Maharashtra,Western,Healthcare,Food,4,19085,19-30
656,1003147,Sheetal,P00035842,F,26-35,33,0,Delhi,Central,Aviation,Food,3,19084,31-40
657,1005084,Harton,P00156542,F,18-25,20,1,Maharashtra,Western,Hospitality,Food,3,19081,19-30
658,1001029,Parakh,P00245242,F,26-35,34,0,Uttar Pradesh,Central,Healthcare,Food,1,19076,31-40
659,1004227,William,P00335142,F,26-35,27,0,Kerala,Southern,Retail,Food,1,19072,19-30
660,1001716,Magee,P00365042,F,26-35,26,0,Maharashtra,Western,Aviation,Food,2,19072,19-30
661,1003408,Pamela,P00182642,F,26-35,35,0,Haryana,Northern,Food Processing,Food,2,19070,31-40
662,1004467,Gardner,P00149642,M,51-55,55,0,Delhi,Central,IT Sector,Food,3,19069,51-80
663,1004215,Lycoris,P00028042,F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Food,4,19069,19-30
664,1000338,Nunn,P00313842,F,36-45,44,0,Delhi,Central,Banking,Food,4,19067,41-50
665,1004913,Seite,P00053642,M,26-35,29,0,Himachal Pradesh,Northern,Banking,Food,3,19067,19-30
666,1001242,Lucas,P00030642,M,36-45,40,0,Madhya Pradesh,Central,Textile,Food,2,19067,31-40
667,1000659,Alan,P00254142,M,26-35,26,0,Uttarakhand,Central,Hospitality,Food,1,19067,19-30
668,1004879,Saurabh,P00155442,F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Food,1,19065,19-30
669,1004085,Frazer,P00205242,M,26-35,30,0,Delhi,Central,Healthcare,Food,2,19059,19-30
670,1004809,Franz,P00349242,M,51-55,53,1,Andhra Pradesh,Southern,Agriculture,Food,4,19056,51-80
671,1001780,Sabah,P00285842,F,36-45,39,1,Karnataka,Southern,IT Sector,Food,2,19054,31-40
672,1001078,Shreya,P00002542,M,46-50,49,1,Madhya Pradesh,Central,Lawyer,Food,4,19054,41-50
673,1003723,Bhishm,P00249142,F,26-35,29,0,Uttar Pradesh,Central,Aviation,Food,1,19054,19-30
674,1004867,Chandni,P00303042,F,26-35,33,1,Haryana,Northern,Banking,Food,4,19053,31-40
675,1002611,Rachna,P00046242,F,26-35,31,0,Maharashtra,Western,Aviation,Food,1,19052,31-40
676,1003796,Deanra,P00302142,F,46-50,47,0,Madhya Pradesh,Central,IT Sector,Food,2,19051,41-50
677,1002934,Brumley,P00003442,M,36-45,40,0,Delhi,Central,Govt,Food,4,19049,31-40
678,1001647,Norvell,P00217742,F,18-25,23,1,Jharkhand,Eastern,Govt,Food,3,19048,19-30
679,1002996,Bathina,P00367242,F,18-25,23,0,Uttar Pradesh,Central,Automobile,Food,1,19048,19-30
680,1004021,Aishwarya,P00189242,F,51-55,51,1,Maharashtra,Western,Agriculture,Food,2,19045,51-80
681,1005580,Bradley,P00311542,F,46-50,47,0,Uttar Pradesh,Central,Govt,Food,3,19045,41-50
682,1000869,Crebassa,P00006242,F,18-25,18,0,Andhra Pradesh,Southern,Aviation,Auto,1,19039,Nov-18
683,1000676,Blacks,P00362442,F,18-25,19,0,Maharashtra,Western,Govt,Food,2,19036,19-30
684,1004174,Jarboe,P00086242,M,36-45,45,1,Andhra Pradesh,Southern,Media,Food,2,19034,41-50
685,1003697,Toch,P00173242,F,26-35,28,1,Karnataka,Southern,Aviation,Food,2,19034,19-30
686,1004748,Yohann,P00366542,F,46-50,47,1,Maharashtra,Western,Automobile,Food,1,19032,41-50
687,1003538,Shivani,P00159542,F,36-45,45,0,Uttar Pradesh,Central,Healthcare,Food,2,19031,41-50
688,1003336,Vipul,P00211142,F,36-45,43,0,Haryana,Northern,Aviation,Food,1,19030,41-50
689,1005597,Brittain,P00031942,M,18-25,19,0,Delhi,Central,Banking,Food,2,19027,19-30
690,1002868,Caroline,P00358742,F,36-45,41,1,Kerala,Southern,Govt,Food,3,19024,41-50
691,1000169,Etezadi,P00083842,F,26-35,28,1,Uttar Pradesh,Central,Healthcare,Food,3,19023,19-30
692,1000956,Aayushi,P00303742,M,36-45,40,0,Andhra Pradesh,Southern,Banking,Auto,2,19022,31-40
693,1002063,Shreyshi,P00239142,F,26-35,31,1,Himachal Pradesh,Northern,IT Sector,Food,4,19021,31-40
694,1005035,Tate,P00286742,M,26-35,31,0,Himachal Pradesh,Northern,Govt,Food,2,19019,31-40
695,1003705,Paridhi,P00117342,F,46-50,50,1,Uttar Pradesh,Central,IT Sector,Food,1,19015,41-50
696,1001255,Baird,P00294842,F,26-35,34,1,Maharashtra,Western,IT Sector,Food,2,19014,31-40
697,1000451,Atkinson,P00176342,F,55+,76,0,Maharashtra,Western,Healthcare,Food,3,19014,51-80
698,1000379,Thais,P00176842,M,36-45,36,0,Uttar Pradesh,Central,Automobile,Food,1,19014,31-40
699,1001680,Vasudev,P00047742,M,26-35,26,1,Gujarat,Western,Banking,Food,4,19011,19-30
700,1005492,Engle,P00156342,F,18-25,23,0,Uttar Pradesh,Central,Healthcare,Food,2,19007,19-30
701,1003308,Cortes,P00070442,M,18-25,20,0,Andhra Pradesh,Southern,Aviation,Food,2,19002,19-30
702,1002730,Meghana,P00226342,F,36-45,39,0,Madhya Pradesh,Central,IT Sector,Food,1,19000,31-40
703,1000655,Reiten,P00057442,M,26-35,27,1,Kerala,Southern,Aviation,Food,3,18997,19-30
704,1000934,Hagelstein,P00041942,M,36-45,42,0,Andhra Pradesh,Southern,Govt,Food,3,18996,41-50
705,1001426,Sandra,P00326742,F,18-25,23,0,Karnataka,Southern,Retail,Food,1,18987,19-30
706,1003897,Gayman,P00116342,F,55+,66,0,Maharashtra,Western,Chemical,Food,4,18984,51-80
707,1004271,Marley,P00120842,F,36-45,39,1,Maharashtra,Western,Aviation,Food,2,18983,31-40
708,1005632,Eileen,P00305142,M,18-25,21,1,Andhra Pradesh,Southern,Chemical,Food,4,18975,19-30
709,1000616,Ashbrook,P00113242,F,26-35,33,0,Maharashtra,Western,Agriculture,Food,1,18971,31-40
710,1004023,Noonan,P00244742,M,36-45,36,0,Karnataka,Southern,Aviation,Food,4,18968,31-40
711,1002724,Bhaggyasree,P00034842,M,46-50,47,1,Delhi,Central,IT Sector,Food,2,18964,41-50
712,1004510,Crebagga,P00313642,F,46-50,48,1,Karnataka,Southern,Healthcare,Food,2,18964,41-50
713,1002383,Fuller,P00006942,M,26-35,34,0,Madhya Pradesh,Central,Automobile,Food,2,18961,31-40
714,1005689,Dorothy,P00222842,F,26-35,34,0,Haryana,Northern,Food Processing,Food,2,18960,31-40
715,1004508,Phonely,P00051642,F,26-35,30,1,Uttar Pradesh,Central,Aviation,Food,3,18959,19-30
716,1002552,McGuire,P00173842,M,26-35,30,1,Delhi,Central,Aviation,Food,3,18957,19-30
717,1005749,Ken,P00343642,M,26-35,30,1,Karnataka,Southern,Healthcare,Food,3,18953,19-30
718,1005780,Meador,P00157942,F,18-25,20,0,Karnataka,Southern,Textile,Food,1,18952,19-30
719,1000117,Harry,P00031542,F,26-35,29,0,Maharashtra,Western,Chemical,Food,3,18952,19-30
720,1003626,Kartik,P00276842,F,26-35,35,1,Uttar Pradesh,Central,Banking,Auto,3,18856,31-40
721,1001181,Cathy,P00038442,F,36-45,43,1,Andhra Pradesh,Southern,Automobile,Auto,1,18851,41-50
722,1004089,Reichenbach,P00327842,F,26-35,32,1,Delhi,Central,Banking,Hand & Power Tools,4,18832,31-40
723,1001837,Hazel,P00093642,F,26-35,29,0,Andhra Pradesh,Southern,Govt,Auto,1,18828,19-30
724,1004088,Clytie,P00163242,F,26-35,28,1,Andhra Pradesh,Southern,Banking,Auto,2,18801,19-30
725,1001491,James,P00240142,M,18-25,21,0,Andhra Pradesh,Southern,Media,Hand & Power Tools,4,18789,19-30
726,1004085,Frazer,P00347142,M,26-35,27,0,Kerala,Southern,Healthcare,Auto,3,18688,19-30
727,1004452,Sorensen,P00173542,M,26-35,30,0,Jharkhand,Eastern,Hospitality,Auto,1,18679,19-30
728,1005749,Ken,P00114742,M,26-35,31,0,Maharashtra,Western,IT Sector,Hand & Power Tools,3,18665,31-40
729,1002747,Collister,P00245642,M,18-25,19,0,Madhya Pradesh,Central,Banking,Hand & Power Tools,3,18592,19-30
730,1001748,Alejandro,P00001142,F,51-55,53,0,Andhra Pradesh,Southern,Healthcare,Auto,3,18573,51-80
731,1002279,Noah,P00144542,F,51-55,51,1,Andhra Pradesh,Southern,Retail,Auto,4,18568,51-80
732,1002878,Duane,P00111242,M,51-55,53,0,Uttar Pradesh,Central,Media,Auto,4,18516,51-80
733,1002131,Shivani,P00225942,F,26-35,35,1,Delhi,Central,IT Sector,Hand & Power Tools,4,18269,31-40
734,1001150,Becky,P00346942,M,26-35,27,1,Maharashtra,Western,Aviation,Stationery,1,17415,19-30
735,1001447,Aastha,P00304542,M,18-25,21,0,Delhi,Central,Media,Stationery,1,17262,19-30
736,1000971,Savi,P00118642,F,26-35,31,1,Delhi,Central,Banking,Stationery,2,17204,31-40
737,1002507,Lakshmi,P00064442,F,26-35,35,1,Delhi,Central,Aviation,Stationery,4,17175,31-40
738,1004085,Frazer,P00165842,M,26-35,30,1,Maharashtra,Western,Chemical,Stationery,2,17143,19-30
739,1000454,Eudokia,P00258442,F,26-35,32,0,Delhi,Central,Lawyer,Stationery,4,17130,31-40
740,1003821,Shantanu,P00199642,F,26-35,30,1,Delhi,Central,IT Sector,Stationery,1,17107,19-30
741,1001912,Hazel,P00271442,F,26-35,33,0,Delhi,Central,Aviation,Stationery,4,17097,31-40
742,1001658,Hwang,P00009542,M,36-45,44,1,Gujarat,Western,Hospitality,Stationery,1,17058,41-50
743,1004823,Fein,P00233342,F,18-25,24,1,Delhi,Central,Automobile,Stationery,1,17036,19-30
744,1004950,LaWare,P00247542,M,26-35,28,1,Delhi,Central,Aviation,Stationery,1,17002,19-30
745,1005222,Rane,P00024642,F,26-35,35,0,Kerala,Southern,Aviation,Tupperware,1,16980,31-40
746,1005464,Keith,P00274242,F,36-45,37,1,Madhya Pradesh,Central,IT Sector,Tupperware,2,16947,31-40
747,1002459,Barnes,P00296342,F,51-55,55,0,Madhya Pradesh,Central,Textile,Footwear & Shoes,4,16937,51-80
748,1003476,Lalita,P00227842,F,51-55,55,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,4,16937,51-80
749,1003650,Ginny,P00055642,F,26-35,31,1,Gujarat,Western,Hospitality,Tupperware,3,16933,31-40
750,1004915,Eudokia,P00275842,F,26-35,33,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,3,16927,31-40
751,1003198,Chetan,P00114542,F,26-35,34,0,Delhi,Central,Govt,Footwear & Shoes,3,16922,31-40
752,1000137,Steve,P00368042,M,46-50,50,0,Karnataka,Southern,Automobile,Footwear & Shoes,2,16920,41-50
753,1004721,Allen,P00102242,F,36-45,37,0,Delhi,Central,Retail,Footwear & Shoes,3,16907,31-40
754,1000816,Jordon,P00254242,F,46-50,49,1,Karnataka,Southern,Healthcare,Footwear & Shoes,1,16906,41-50
755,1005209,Jeremy,P00025142,F,51-55,55,0,Gujarat,Western,Aviation,Tupperware,3,16902,51-80
756,1004451,Ricardo,P00022942,F,26-35,29,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,16902,19-30
757,1001317,Nikhil,P00299142,F,46-50,47,0,Delhi,Central,IT Sector,Footwear & Shoes,1,16900,41-50
758,1001010,Bremer,P00325742,F,26-35,30,1,Karnataka,Southern,Healthcare,Footwear & Shoes,2,16897,19-30
759,1001607,Kampe,P00300042,F,46-50,47,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,1,16895,41-50
760,1002063,Shreyshi,P0098442,F,26-35,33,1,Delhi,Central,Aviation,Footwear & Shoes,2,16894,31-40
761,1001010,Bremer,P00196742,F,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,4,16891,19-30
762,1002484,Pelletier,P00356742,F,46-50,47,1,Delhi,Central,Lawyer,Footwear & Shoes,3,16887,41-50
763,1004438,Ananya,P00348942,F,51-55,52,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4,16887,51-80
764,1000733,Bhawna,P00188542,F,36-45,41,0,Delhi,Central,Chemical,Footwear & Shoes,3,16878,41-50
765,1002967,Hwang,P00113642,F,26-35,35,1,Karnataka,Southern,Govt,Footwear & Shoes,4,16867,31-40
766,1005761,Kartikay,P00223242,F,26-35,33,0,Delhi,Central,Automobile,Footwear & Shoes,4,16865,31-40
767,1005472,Nida,P00088042,F,36-45,40,1,Delhi,Central,Aviation,Footwear & Shoes,4,16865,31-40
768,1001017,Farhat,P00083242,F,36-45,41,0,Karnataka,Southern,Media,Footwear & Shoes,3,16861,41-50
769,1001352,Sumeet,P00262642,F,36-45,42,0,Karnataka,Southern,Banking,Footwear & Shoes,4,16861,41-50
770,1005108,Erica,P00329242,M,26-35,28,0,Maharashtra,Western,Aviation,Stationery,3,16859,19-30
771,1005555,Mahima,P00147342,M,0-17,16,1,Maharashtra,Western,Healthcare,Stationery,1,16856,Nov-18
772,1001790,Hemangi,P00352842,F,26-35,35,1,Uttar Pradesh,Central,Aviation,Footwear & Shoes,1,16851,31-40
773,1002334,Moumita,P00252542,M,55+,86,1,Maharashtra,Western,Hospitality,Tupperware,1,16843,
774,1003237,Roach,P00110042,M,36-45,45,1,Andhra Pradesh,Southern,Chemical,Footwear & Shoes,3,16842,41-50
775,1004729,Aayushi,P00326842,M,51-55,54,1,Maharashtra,Western,Hospitality,Footwear & Shoes,1,16842,51-80
776,1006001,Halladay,P00127742,M,26-35,32,0,Bihar,Eastern,Agriculture,Tupperware,1,16837,31-40
777,1002678,Sabah,P00251242,F,26-35,31,1,Delhi,Central,IT Sector,Footwear & Shoes,2,16834,31-40
778,1002389,Aayush,P00348542,F,26-35,33,0,Delhi,Central,Healthcare,Footwear & Shoes,4,16827,31-40
779,1001298,Siddharth,P00000842,F,36-45,44,0,Maharashtra,Western,Healthcare,Footwear & Shoes,2,16818,41-50
780,1003261,Carter,P00208942,F,46-50,46,1,Delhi,Central,IT Sector,Footwear & Shoes,4,16817,41-50
781,1004947,Suman,P00150542,F,36-45,39,0,Gujarat,Western,Automobile,Tupperware,4,16811,31-40
782,1000195,Daly,P00184842,M,26-35,29,0,Jharkhand,Eastern,Govt,Footwear & Shoes,4,16807,19-30
783,1001176,Alice,P00128942,M,55+,92,0,Uttar Pradesh,Central,Media,Footwear & Shoes,4,16805,
784,1003041,Mitali,P00270242,F,26-35,31,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,16804,31-40
785,1002793,Aniket,P00148342,F,36-45,40,1,Delhi,Central,IT Sector,Footwear & Shoes,3,16799,31-40
786,1003346,Pete,P00177542,F,36-45,36,0,Delhi,Central,Hospitality,Footwear & Shoes,4,16794,31-40
787,1005010,Prajakta,P00341342,F,46-50,49,1,Delhi,Central,Banking,Stationery,3,16794,41-50
788,1004171,Brian,P00117942,M,55+,89,0,Uttar Pradesh,Central,Govt,Footwear & Shoes,1,16792,
789,1002909,Debra,P00196842,M,26-35,29,1,Maharashtra,Western,Healthcare,Footwear & Shoes,3,16789,19-30
790,1000148,Rutuja,P00289442,M,51-55,55,0,Bihar,Eastern,Hospitality,Footwear & Shoes,3,16787,51-80
791,1004291,Meade,P00221842,M,36-45,39,0,Uttarakhand,Central,Food Processing,Footwear & Shoes,4,16787,31-40
792,1003261,Carter,P00005142,F,46-50,49,0,Karnataka,Southern,Food Processing,Footwear & Shoes,2,16785,41-50
793,1002376,Brosina,P00072542,F,26-35,31,1,Maharashtra,Western,Banking,Footwear & Shoes,2,16785,31-40
794,1001685,Bradley,P00091842,F,36-45,36,0,Maharashtra,Western,Media,Footwear & Shoes,4,16784,31-40
795,1002491,Soumyabrata,P00233942,F,36-45,41,0,Karnataka,Southern,Construction,Footwear & Shoes,3,16781,41-50
796,1005653,Dortch,P00200342,F,51-55,52,0,Karnataka,Southern,Chemical,Footwear & Shoes,2,16778,51-80
797,1005230,Divsha,P00029942,F,26-35,32,0,Delhi,Central,Aviation,Footwear & Shoes,2,16776,31-40
798,1004995,Bharat,P00015942,F,51-55,55,1,Delhi,Central,Lawyer,Stationery,3,16773,51-80
799,1000204,Tejeswini,P00037242,F,26-35,35,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,16772,31-40
800,1000667,Shourya,P00125342,F,26-35,29,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,3,16767,19-30
801,1005838,Bensley,P00276342,M,46-50,48,0,Bihar,Eastern,Healthcare,Footwear & Shoes,1,16766,41-50
802,1001706,Ralph,P00167942,F,26-35,32,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,16766,31-40
803,1005648,Carol,P00295342,F,26-35,28,0,Delhi,Central,Govt,Footwear & Shoes,1,16765,19-30
804,1000305,Mitch,P00194242,M,18-25,23,0,Haryana,Northern,Aviation,Tupperware,2,16761,19-30
805,1004406,Jenna,P00263442,F,26-35,26,1,Karnataka,Southern,Healthcare,Footwear & Shoes,1,16760,19-30
806,1000245,Dortch,P00200642,F,36-45,45,0,Delhi,Central,Banking,Footwear & Shoes,2,16758,41-50
807,1000298,Preis,P00328342,M,18-25,23,1,Karnataka,Southern,Chemical,Tupperware,3,16753,19-30
808,1001202,Diwakar,P00147942,F,36-45,44,1,Delhi,Central,IT Sector,Footwear & Shoes,4,16751,41-50
809,1004409,Parks,P00280442,F,26-35,28,1,Karnataka,Southern,Aviation,Footwear & Shoes,1,16745,19-30
810,1005466,Sean,P00033342,F,26-35,33,1,Karnataka,Southern,Banking,Footwear & Shoes,3,16732,31-40
811,1002701,Swati,P00194642,F,46-50,49,1,Maharashtra,Western,Textile,Tupperware,4,16732,41-50
812,1001298,Siddharth,P00128042,F,36-45,44,1,Delhi,Central,Banking,Footwear & Shoes,3,16727,41-50
813,1005026,Stuti,P00289042,F,26-35,34,1,Maharashtra,Western,Aviation,Footwear & Shoes,4,16720,31-40
814,1000331,Bhargav,P00208042,F,26-35,33,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3,16719,31-40
815,1002048,Bell-,P00192842,F,51-55,54,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,4,16716,51-80
816,1001881,Fortune-,P00302442,F,36-45,41,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,2,16716,41-50
817,1004161,Murray,P00093542,F,46-50,50,0,Delhi,Central,Aviation,Footwear & Shoes,1,16715,41-50
818,1003626,Kartik,P00034442,F,26-35,34,0,Madhya Pradesh,Central,Hospitality,Footwear & Shoes,3,16711,31-40
819,1001632,Mills,P00347342,F,26-35,27,1,Delhi,Central,Food Processing,Footwear & Shoes,4,16710,19-30
820,1002676,Jitesh,P00191042,F,55+,87,1,Gujarat,Western,Aviation,Furniture,3,16709,
821,1002645,Caroline,P00207442,F,26-35,26,0,Madhya Pradesh,Central,Agriculture,Footwear & Shoes,4,16707,19-30
822,1002162,Butterfield,P00192942,M,0-17,16,0,Maharashtra,Western,Media,Stationery,3,16705,Nov-18
823,1002143,Robert,P00066642,F,18-25,18,1,Himachal Pradesh,Northern,Lawyer,Furniture,4,16701,Nov-18
824,1005021,Patel,P00260042,F,51-55,52,1,Karnataka,Southern,Banking,Footwear & Shoes,1,16701,51-80
825,1005026,Stuti,P00032442,F,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,4,16693,19-30
826,1002774,Vijay,P00209342,F,26-35,31,0,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,1,16691,31-40
827,1004626,Soumyabrata,P00029742,M,26-35,26,0,Karnataka,Southern,Food Processing,Footwear & Shoes,4,16684,19-30
828,1002946,Ellis,P00320742,F,36-45,39,1,Delhi,Central,Hospitality,Footwear & Shoes,1,16681,31-40
829,1005468,Kshitij,P00329442,F,26-35,35,0,Delhi,Central,Retail,Stationery,2,16673,31-40
830,1003922,Stuart,P00000242,F,18-25,20,1,Maharashtra,Western,Govt,Furniture,4,16671,19-30
831,1003032,Matthias,P00126242,M,26-35,31,0,Uttar Pradesh,Central,Construction,Furniture,3,16669,31-40
832,1004215,Lycoris,P00227142,F,26-35,34,0,Delhi,Central,Media,Footwear & Shoes,3,16664,31-40
833,1003827,Barton,P00102142,F,51-55,52,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,3,16664,51-80
834,1000075,Ted,P00137642,M,0-17,15,0,Uttar Pradesh,Central,Govt,Furniture,1,16662,Nov-18
835,1001332,Flanagan,P00002142,F,26-35,28,0,Maharashtra,Western,Aviation,Furniture,4,16658,19-30
836,1002059,Mathew,P00253142,M,36-45,45,1,Delhi,Central,Media,Footwear & Shoes,4,16655,41-50
837,1001053,Sanjit,P00254842,F,36-45,44,1,Karnataka,Southern,Govt,Footwear & Shoes,1,16654,41-50
838,1003526,Kartikay,P00102942,F,36-45,39,0,Delhi,Central,Media,Stationery,3,16651,31-40
839,1005630,Divyeshkumar,P00216142,F,36-45,44,0,Delhi,Central,Healthcare,Footwear & Shoes,1,16649,41-50
840,1003483,Dryer,P00173942,M,46-50,49,1,Uttar Pradesh,Central,Healthcare,Furniture,3,16649,41-50
841,1000889,Parth,P00119042,F,46-50,48,0,Delhi,Central,Banking,Footwear & Shoes,1,16643,41-50
842,1001749,Glassco,P00067842,F,26-35,35,1,Karnataka,Southern,Media,Footwear & Shoes,3,16643,31-40
843,1001264,McGuire,P00140742,F,26-35,35,0,Karnataka,Southern,Banking,Footwear & Shoes,2,16643,31-40
844,1002117,Shirley,P00089542,M,55+,77,0,Uttar Pradesh,Central,Automobile,Footwear & Shoes,1,16636,51-80
845,1001865,Cyra,P00224942,M,18-25,20,0,Karnataka,Southern,IT Sector,Furniture,4,16634,19-30
